,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
linpred[90],-0.709,0.287,-1.238,-0.158,0.004,0.003,4158.0,3187.0,1.0
linpred[91],-0.479,0.261,-0.981,-0.002,0.004,0.003,4175.0,3354.0,1.0
linpred[92],0.843,0.275,0.34,1.353,0.004,0.003,4258.0,3163.0,1.0
linpred[93],-0.224,0.267,-0.756,0.241,0.004,0.003,3734.0,3418.0,1.0
linpred[94],-0.578,0.25,-1.069,-0.132,0.004,0.003,3889.0,3034.0,1.0
linpred[95],-0.093,0.247,-0.545,0.362,0.004,0.003,4337.0,3308.0,1.0
linpred[96],-1.001,0.274,-1.52,-0.494,0.004,0.003,3951.0,3328.0,1.0
linpred[97],-0.427,0.274,-0.957,0.067,0.004,0.003,4476.0,3487.0,1.0
linpred[98],-0.443,0.242,-0.905,-0.003,0.004,0.003,4008.0,3299.0,1.0
linpred[99],-0.446,0.253,-0.921,0.017,0.004,0.003,4355.0,3218.0,1.0
linpred[100],-0.728,0.268,-1.221,-0.221,0.004,0.003,4367.0,3297.0,1.0
linpred[101],-0.238,0.241,-0.668,0.216,0.004,0.003,4099.0,3475.0,1.0
linpred[102],-0.106,0.261,-0.61,0.369,0.004,0.003,4181.0,3446.0,1.0
linpred[103],-0.996,0.248,-1.453,-0.531,0.004,0.003,4219.0,3589.0,1.0
linpred[104],-0.613,0.235,-1.041,-0.175,0.004,0.003,4251.0,3336.0,1.0
linpred[105],-0.865,0.289,-1.407,-0.311,0.004,0.003,4516.0,3840.0,1.0
linpred[106],0.327,0.228,-0.088,0.78,0.003,0.003,4343.0,3507.0,1.0
linpred[107],-0.267,0.258,-0.764,0.186,0.004,0.003,4362.0,3368.0,1.0
linpred[108],0.081,0.255,-0.377,0.583,0.004,0.003,3874.0,3302.0,1.0
linpred[109],-0.482,0.239,-0.921,-0.015,0.004,0.003,3811.0,3295.0,1.0
linpred[110],-0.097,0.231,-0.519,0.341,0.004,0.003,4187.0,3073.0,1.0
linpred[111],0.56,0.235,0.122,0.993,0.004,0.003,3778.0,3138.0,1.0
linpred[112],0.433,0.285,-0.085,0.978,0.004,0.003,4590.0,3266.0,1.0
linpred[113],-0.247,0.253,-0.752,0.196,0.004,0.003,4568.0,3423.0,1.0
linpred[114],-0.61,0.243,-1.064,-0.158,0.004,0.003,4605.0,3360.0,1.0
linpred[115],-0.2,0.249,-0.675,0.258,0.004,0.003,3585.0,3590.0,1.0
linpred[116],-0.905,0.261,-1.374,-0.379,0.004,0.003,4240.0,3297.0,1.0
linpred[117],-0.442,0.254,-0.938,0.032,0.004,0.003,4257.0,2982.0,1.0
linpred[118],-0.776,0.288,-1.316,-0.249,0.004,0.003,4558.0,3647.0,1.0
linpred[119],0.768,0.365,0.092,1.474,0.005,0.004,4531.0,3583.0,1.0
linpred[120],0.763,0.265,0.254,1.241,0.004,0.003,4332.0,3149.0,1.0
linpred[121],0.778,0.32,0.143,1.348,0.005,0.003,4205.0,3630.0,1.0
linpred[122],-1.265,0.312,-1.857,-0.683,0.005,0.003,4139.0,3341.0,1.0
linpred[123],-0.802,0.265,-1.284,-0.277,0.004,0.003,4488.0,3309.0,1.0
linpred[124],1.073,0.251,0.612,1.536,0.004,0.003,4389.0,3303.0,1.0
linpred[125],-0.453,0.248,-0.943,-0.018,0.004,0.003,4332.0,3535.0,1.0
linpred[126],0.189,0.243,-0.265,0.634,0.004,0.003,3777.0,2941.0,1.0
linpred[127],-0.293,0.265,-0.774,0.214,0.004,0.003,3951.0,3338.0,1.0
linpred[128],-0.239,0.243,-0.711,0.189,0.004,0.003,4156.0,3352.0,1.0
linpred[129],1.42,0.248,0.965,1.893,0.004,0.003,4209.0,3293.0,1.0
linpred[130],-0.43,0.256,-0.911,0.044,0.004,0.003,4334.0,3176.0,1.0
linpred[131],0.377,0.26,-0.135,0.824,0.004,0.003,4032.0,3276.0,1.0
linpred[132],-0.248,0.247,-0.711,0.2,0.004,0.003,4364.0,3377.0,1.0
linpred[133],-0.568,0.246,-1.034,-0.114,0.004,0.003,4501.0,3631.0,1.0
linpred[134],-0.074,0.263,-0.544,0.424,0.004,0.003,4019.0,3267.0,1.0
linpred[135],-0.547,0.273,-1.054,-0.035,0.004,0.003,3765.0,3134.0,1.0
linpred[136],-0.774,0.295,-1.325,-0.219,0.005,0.003,4054.0,3527.0,1.0
linpred[137],1.337,0.261,0.857,1.841,0.004,0.003,4647.0,3371.0,1.0
linpred[138],2.831,0.238,2.37,3.261,0.005,0.004,2241.0,2942.0,1.0
linpred[139],-0.694,0.233,-1.126,-0.252,0.004,0.003,4286.0,3228.0,1.0
linpred[140],-0.013,0.296,-0.543,0.558,0.004,0.004,4442.0,3898.0,1.0
linpred[141],-0.746,0.275,-1.235,-0.2,0.004,0.003,4271.0,3054.0,1.0
linpred[142],-0.841,0.293,-1.382,-0.295,0.005,0.003,4151.0,3795.0,1.0
linpred[143],1.166,0.275,0.671,1.71,0.004,0.003,4374.0,2981.0,1.0
linpred[144],0.751,0.251,0.293,1.234,0.004,0.003,4238.0,3352.0,1.0
linpred[145],-0.262,0.272,-0.749,0.251,0.004,0.003,4393.0,3520.0,1.0
linpred[146],-0.75,0.302,-1.312,-0.195,0.004,0.003,4813.0,3372.0,1.0
linpred[147],-0.173,0.249,-0.642,0.284,0.004,0.003,3347.0,3618.0,1.0
linpred[148],-0.781,0.272,-1.3,-0.282,0.004,0.003,3808.0,3367.0,1.0
linpred[149],0.441,0.253,-0.03,0.935,0.004,0.003,4089.0,3144.0,1.0
linpred[150],2.331,0.247,1.883,2.8,0.004,0.003,3686.0,3578.0,1.0
linpred[151],-0.445,0.255,-0.927,0.012,0.004,0.003,4238.0,3200.0,1.0
linpred[152],0.365,0.228,-0.067,0.791,0.004,0.003,3523.0,3044.0,1.0
linpred[153],-0.11,0.242,-0.571,0.335,0.004,0.003,4106.0,3168.0,1.0
linpred[154],1.049,0.216,0.651,1.462,0.004,0.003,3525.0,3391.0,1.0
linpred[155],0.26,0.245,-0.241,0.686,0.004,0.003,3914.0,3304.0,1.0
linpred[156],0.089,0.263,-0.375,0.607,0.004,0.003,3698.0,3390.0,1.0
linpred[157],-1.103,0.221,-1.526,-0.692,0.004,0.003,3960.0,2891.0,1.0
linpred[158],-0.114,0.246,-0.557,0.367,0.004,0.003,4269.0,3548.0,1.0
linpred[159],-0.234,0.241,-0.657,0.241,0.004,0.003,3498.0,2908.0,1.0
linpred[160],-0.286,0.266,-0.798,0.193,0.004,0.003,4372.0,3467.0,1.0
linpred[161],1.168,0.205,0.794,1.564,0.003,0.002,4013.0,3125.0,1.0
linpred[162],-0.913,0.26,-1.395,-0.429,0.004,0.003,3809.0,3531.0,1.0
linpred[163],-0.092,0.265,-0.599,0.393,0.004,0.003,4299.0,3439.0,1.0
linpred[164],0.059,0.277,-0.431,0.606,0.004,0.004,4111.0,3479.0,1.0
linpred[165],-0.309,0.238,-0.744,0.143,0.004,0.003,3891.0,3244.0,1.0
linpred[166],-0.902,0.272,-1.457,-0.424,0.004,0.003,3946.0,3683.0,1.0
linpred[167],-0.162,0.244,-0.621,0.286,0.004,0.003,3455.0,3283.0,1.0
linpred[168],-0.324,0.293,-0.869,0.229,0.005,0.003,4065.0,3557.0,1.0
linpred[169],0.261,0.228,-0.194,0.673,0.004,0.003,4041.0,3267.0,1.0
linpred[170],-0.727,0.234,-1.144,-0.284,0.004,0.003,4053.0,3133.0,1.0
linpred[171],-0.966,0.249,-1.416,-0.492,0.004,0.003,4236.0,2997.0,1.0
linpred[172],1.067,0.248,0.599,1.531,0.004,0.003,4170.0,3473.0,1.0
linpred[173],0.431,0.265,-0.069,0.934,0.004,0.003,4234.0,3520.0,1.0
linpred[174],-0.695,0.292,-1.243,-0.145,0.005,0.003,3911.0,3711.0,1.0
linpred[175],0.322,0.236,-0.112,0.77,0.004,0.003,3779.0,2953.0,1.0
linpred[176],1.399,0.282,0.877,1.928,0.004,0.003,3959.0,3166.0,1.0
linpred[177],-0.415,0.261,-0.912,0.064,0.004,0.003,4294.0,3430.0,1.0
linpred[178],-0.361,0.226,-0.792,0.053,0.003,0.002,4340.0,3624.0,1.0
linpred[179],-0.291,0.258,-0.78,0.192,0.004,0.003,4023.0,3226.0,1.0
linpred[180],0.152,0.289,-0.425,0.655,0.004,0.004,4388.0,3648.0,1.0
linpred[181],0.84,0.26,0.367,1.345,0.004,0.003,3749.0,3137.0,1.0
linpred[182],-1.089,0.247,-1.546,-0.636,0.004,0.003,3976.0,3606.0,1.0
linpred[183],-0.454,0.261,-0.933,0.04,0.004,0.003,4145.0,3322.0,1.0
linpred[184],0.279,0.245,-0.171,0.74,0.004,0.003,4106.0,3115.0,1.0
linpred[185],-0.193,0.257,-0.689,0.273,0.004,0.003,4249.0,3387.0,1.0
linpred[186],-0.991,0.252,-1.447,-0.524,0.004,0.003,4386.0,3632.0,1.0
linpred[187],-0.178,0.218,-0.614,0.205,0.004,0.003,3616.0,2984.0,1.0
linpred[188],-0.428,0.241,-0.898,0.014,0.004,0.003,4040.0,3285.0,1.0
linpred[189],-0.087,0.255,-0.566,0.376,0.004,0.003,4086.0,3508.0,1.0
linpred[190],-0.009,0.221,-0.398,0.438,0.003,0.003,4188.0,3131.0,1.0
linpred[191],2.241,0.3,1.692,2.821,0.005,0.003,4338.0,3166.0,1.0
linpred[192],-0.74,0.247,-1.218,-0.279,0.004,0.003,3535.0,3474.0,1.0
linpred[193],-0.592,0.235,-0.998,-0.124,0.004,0.003,4486.0,3508.0,1.0
linpred[194],-0.202,0.234,-0.662,0.227,0.004,0.003,3769.0,3090.0,1.0
linpred[195],-0.562,0.246,-1.024,-0.115,0.004,0.003,4067.0,3175.0,1.0
linpred[196],-1.198,0.294,-1.753,-0.657,0.005,0.003,4043.0,3311.0,1.0
linpred[197],1.276,0.341,0.667,1.962,0.005,0.004,4658.0,3681.0,1.0
linpred[198],-0.026,0.247,-0.499,0.416,0.004,0.003,4129.0,3369.0,1.0
linpred[199],-0.546,0.24,-0.994,-0.101,0.004,0.003,4337.0,3195.0,1.0
linpred[200],0.129,0.243,-0.332,0.582,0.004,0.003,4032.0,3353.0,1.0
linpred[201],-0.971,0.269,-1.483,-0.482,0.004,0.003,4303.0,3292.0,1.0
linpred[202],-0.372,0.241,-0.822,0.07,0.004,0.003,3695.0,3411.0,1.0
linpred[203],-0.425,0.317,-1.039,0.149,0.005,0.004,4159.0,3587.0,1.0
linpred[204],-0.107,0.262,-0.584,0.387,0.004,0.004,4096.0,3358.0,1.0
linpred[205],-0.59,0.255,-1.068,-0.119,0.004,0.003,4073.0,3293.0,1.0
linpred[206],-0.425,0.22,-0.856,-0.027,0.004,0.003,3746.0,3465.0,1.0
linpred[207],-0.81,0.279,-1.322,-0.267,0.004,0.003,4101.0,3090.0,1.0
linpred[208],1.099,0.248,0.647,1.558,0.004,0.003,3700.0,3578.0,1.0
linpred[209],0.038,0.254,-0.431,0.533,0.004,0.003,3872.0,2466.0,1.0
linpred[210],-0.401,0.273,-0.908,0.126,0.004,0.003,4443.0,3538.0,1.0
linpred[211],-0.425,0.27,-0.959,0.06,0.004,0.003,3909.0,3340.0,1.0
linpred[212],-0.339,0.271,-0.837,0.179,0.004,0.003,4039.0,3301.0,1.0
linpred[213],-0.685,0.235,-1.107,-0.23,0.004,0.003,4224.0,3486.0,1.0
linpred[214],-0.674,0.242,-1.132,-0.217,0.004,0.003,4212.0,3328.0,1.0
linpred[215],-0.704,0.251,-1.169,-0.22,0.004,0.003,4307.0,3419.0,1.0
linpred[216],3.002,0.237,2.564,3.454,0.004,0.003,3082.0,3034.0,1.0
linpred[217],-1.085,0.259,-1.545,-0.574,0.004,0.003,4460.0,3402.0,1.0
linpred[218],-1.075,0.298,-1.61,-0.488,0.005,0.003,3834.0,3335.0,1.0
linpred[219],-0.567,0.231,-0.99,-0.14,0.004,0.003,3836.0,3487.0,1.0
linpred[220],-0.943,0.258,-1.435,-0.473,0.004,0.003,4295.0,3440.0,1.0
linpred[221],-0.202,0.25,-0.7,0.242,0.004,0.003,3993.0,3503.0,1.0
linpred[222],1.274,0.216,0.865,1.676,0.004,0.003,3657.0,3180.0,1.0
linpred[223],-0.513,0.309,-1.071,0.086,0.005,0.004,3813.0,3170.0,1.0
linpred[224],0.622,0.244,0.176,1.095,0.004,0.003,4164.0,3332.0,1.0
linpred[225],-0.89,0.244,-1.334,-0.434,0.004,0.003,3949.0,3501.0,1.0
linpred[226],3.052,0.248,2.585,3.505,0.005,0.004,2312.0,2537.0,1.0
linpred[227],-0.72,0.264,-1.248,-0.248,0.004,0.003,4435.0,3666.0,1.0
linpred[228],-0.211,0.241,-0.657,0.256,0.004,0.003,3940.0,3148.0,1.0
linpred[229],0.742,0.259,0.262,1.229,0.004,0.003,4088.0,3284.0,1.0
linpred[230],-1.119,0.282,-1.625,-0.57,0.004,0.003,4406.0,3602.0,1.0
linpred[231],-1.005,0.289,-1.543,-0.464,0.004,0.003,4236.0,3302.0,1.0
linpred[232],2.212,0.238,1.776,2.664,0.004,0.003,3597.0,2934.0,1.0
linpred[233],-1.026,0.271,-1.539,-0.524,0.004,0.003,4317.0,3292.0,1.0
linpred[234],-1.021,0.239,-1.462,-0.564,0.004,0.003,4151.0,3096.0,1.0
linpred[235],-0.041,0.254,-0.529,0.435,0.004,0.003,4230.0,3383.0,1.0
linpred[236],-0.53,0.271,-1.044,-0.027,0.005,0.003,3393.0,2978.0,1.0
linpred[237],0.261,0.261,-0.218,0.748,0.004,0.003,3820.0,3358.0,1.0
linpred[238],1.096,0.238,0.657,1.545,0.004,0.003,4014.0,3651.0,1.0
linpred[239],-0.033,0.256,-0.516,0.427,0.004,0.004,3686.0,3376.0,1.0
linpred[240],-0.371,0.265,-0.859,0.13,0.004,0.003,4157.0,3420.0,1.0
linpred[241],-0.629,0.24,-1.071,-0.168,0.004,0.003,3679.0,2943.0,1.0
linpred[242],-0.322,0.265,-0.821,0.169,0.004,0.003,4034.0,3230.0,1.0
linpred[243],-0.579,0.237,-1.001,-0.126,0.004,0.003,4424.0,3499.0,1.0
linpred[244],-0.788,0.252,-1.269,-0.33,0.004,0.003,4051.0,3135.0,1.0
linpred[245],0.056,0.25,-0.433,0.508,0.004,0.003,4132.0,3355.0,1.0
linpred[246],0.022,0.263,-0.463,0.542,0.004,0.004,4182.0,3435.0,1.0
linpred[247],1.098,0.264,0.593,1.6,0.004,0.003,4833.0,3525.0,1.0
linpred[248],-0.566,0.245,-1.045,-0.123,0.004,0.003,3958.0,3600.0,1.0
linpred[249],-0.974,0.271,-1.475,-0.463,0.004,0.003,4050.0,2876.0,1.0
linpred[250],0.917,0.263,0.422,1.412,0.004,0.003,3853.0,3357.0,1.0
linpred[251],-0.42,0.23,-0.882,-0.015,0.004,0.003,4068.0,3516.0,1.0
linpred[252],-0.318,0.238,-0.764,0.136,0.004,0.003,3942.0,3112.0,1.0
linpred[253],-1.082,0.275,-1.595,-0.56,0.004,0.003,3864.0,3268.0,1.0
linpred[254],-0.328,0.297,-0.866,0.248,0.005,0.004,4192.0,3364.0,1.0
linpred[255],-0.166,0.315,-0.755,0.436,0.005,0.004,4604.0,3616.0,1.0
linpred[256],-0.876,0.259,-1.334,-0.376,0.004,0.003,4267.0,3222.0,1.0
linpred[257],0.636,0.258,0.145,1.105,0.004,0.003,4095.0,3469.0,1.0
linpred[258],-0.45,0.247,-0.923,0.009,0.004,0.003,4248.0,3453.0,1.0
linpred[259],-0.111,0.232,-0.553,0.308,0.004,0.003,3976.0,2887.0,1.0
linpred[260],-0.177,0.227,-0.564,0.294,0.004,0.003,3826.0,3232.0,1.0
linpred[261],1.042,0.249,0.582,1.51,0.004,0.003,3141.0,3201.0,1.0
linpred[262],-0.617,0.251,-1.1,-0.16,0.004,0.003,4095.0,3160.0,1.0
linpred[263],0.821,0.237,0.402,1.287,0.004,0.003,4159.0,2892.0,1.0
linpred[264],-0.363,0.244,-0.809,0.099,0.004,0.003,3796.0,3160.0,1.0
linpred[265],1.079,0.243,0.643,1.556,0.004,0.003,4072.0,3314.0,1.0
linpred[266],3.1,0.236,2.632,3.514,0.004,0.003,3159.0,3204.0,1.0
linpred[267],-0.37,0.239,-0.808,0.095,0.004,0.003,3145.0,3068.0,1.0
linpred[268],1.029,0.218,0.636,1.449,0.004,0.003,3400.0,3190.0,1.0
linpred[269],0.711,0.223,0.288,1.116,0.004,0.003,3663.0,3486.0,1.0
linpred[270],1.288,0.235,0.841,1.723,0.004,0.003,3698.0,3277.0,1.0
linpred[271],0.838,0.231,0.42,1.285,0.004,0.003,3771.0,3773.0,1.0
linpred[272],1.748,0.254,1.289,2.234,0.004,0.003,4054.0,3387.0,1.0
linpred[273],0.528,0.237,0.072,0.958,0.004,0.003,3738.0,3288.0,1.0
linpred[274],-0.3,0.214,-0.69,0.097,0.003,0.003,4318.0,3485.0,1.0
linpred[275],-0.284,0.253,-0.756,0.186,0.004,0.003,4462.0,3293.0,1.0
linpred[276],0.029,0.239,-0.417,0.476,0.004,0.003,3849.0,3120.0,1.0
linpred[277],-0.794,0.243,-1.245,-0.319,0.004,0.003,4071.0,3561.0,1.0
linpred[278],-0.351,0.243,-0.802,0.104,0.004,0.003,4182.0,3235.0,1.0
linpred[279],-0.016,0.259,-0.519,0.456,0.004,0.004,4329.0,3186.0,1.0
linpred[280],-0.204,0.285,-0.763,0.318,0.004,0.004,4388.0,3251.0,1.0
linpred[281],-0.53,0.248,-0.981,-0.063,0.004,0.003,4483.0,3113.0,1.0
linpred[282],-0.803,0.248,-1.248,-0.317,0.004,0.003,4053.0,3230.0,1.0
linpred[283],-0.403,0.249,-0.887,0.046,0.004,0.003,3926.0,3649.0,1.0
linpred[284],0.628,0.261,0.14,1.12,0.004,0.003,4042.0,3326.0,1.0
linpred[285],0.814,0.223,0.393,1.218,0.003,0.003,4186.0,3488.0,1.0
linpred[286],-0.401,0.245,-0.861,0.052,0.004,0.003,4167.0,3216.0,1.0
linpred[287],-0.656,0.266,-1.145,-0.149,0.004,0.003,4242.0,3540.0,1.0
linpred[288],-0.544,0.231,-0.968,-0.104,0.004,0.003,3444.0,3269.0,1.0
linpred[289],-0.103,0.255,-0.568,0.381,0.004,0.003,4226.0,3507.0,1.0
linpred[290],0.519,0.227,0.104,0.957,0.004,0.003,4110.0,3155.0,1.0
linpred[291],0.487,0.257,-0.022,0.943,0.004,0.003,4129.0,3308.0,1.0
linpred[292],0.702,0.23,0.266,1.134,0.004,0.003,3756.0,3544.0,1.0
linpred[293],2.713,0.259,2.256,3.218,0.004,0.003,3374.0,3322.0,1.0
linpred[294],-0.891,0.259,-1.393,-0.406,0.004,0.003,3963.0,3592.0,1.0
linpred[295],-0.368,0.239,-0.781,0.106,0.004,0.003,3840.0,3437.0,1.0
linpred[296],-0.686,0.299,-1.242,-0.101,0.004,0.003,4505.0,3613.0,1.0
linpred[297],0.079,0.237,-0.329,0.553,0.004,0.003,4212.0,3483.0,1.0
linpred[298],0.945,0.262,0.471,1.442,0.004,0.003,3891.0,3329.0,1.0
linpred[299],0.202,0.275,-0.308,0.708,0.004,0.004,4294.0,3454.0,1.0
linpred[300],-0.418,0.255,-0.899,0.061,0.004,0.003,4106.0,3163.0,1.0
linpred[301],0.004,0.246,-0.467,0.46,0.004,0.003,3811.0,3324.0,1.0
linpred[302],-0.522,0.247,-0.979,-0.046,0.004,0.003,3945.0,3346.0,1.0
linpred[303],0.626,0.23,0.206,1.052,0.004,0.003,3601.0,2593.0,1.0
linpred[304],1.621,0.248,1.142,2.074,0.004,0.003,4319.0,3186.0,1.0
linpred[305],-0.395,0.227,-0.842,0.011,0.004,0.003,3386.0,3197.0,1.0
linpred[306],0.616,0.233,0.187,1.062,0.004,0.003,3863.0,3427.0,1.0
linpred[307],-1.004,0.259,-1.482,-0.513,0.004,0.003,3971.0,2951.0,1.0
linpred[308],-0.712,0.277,-1.206,-0.181,0.004,0.003,4209.0,3330.0,1.0
linpred[309],-0.42,0.255,-0.866,0.092,0.004,0.003,4758.0,3554.0,1.0
linpred[310],0.181,0.26,-0.331,0.636,0.004,0.003,4213.0,3089.0,1.0
linpred[311],-0.465,0.233,-0.877,-0.001,0.004,0.003,4275.0,3491.0,1.0
linpred[312],3.084,0.235,2.658,3.527,0.004,0.003,3609.0,3450.0,1.0
linpred[313],-1.015,0.267,-1.511,-0.523,0.004,0.003,3515.0,3299.0,1.0
linpred[314],1.598,0.232,1.16,2.026,0.004,0.003,3646.0,3218.0,1.0
linpred[315],1.359,0.249,0.904,1.838,0.004,0.003,4308.0,3542.0,1.0
linpred[316],-0.259,0.254,-0.749,0.204,0.004,0.003,3361.0,3182.0,1.0
linpred[317],1.086,0.286,0.584,1.65,0.005,0.003,3813.0,3645.0,1.0
linpred[318],0.325,0.246,-0.161,0.756,0.004,0.003,3932.0,3365.0,1.0
linpred[319],-0.15,0.23,-0.585,0.277,0.004,0.003,3569.0,3311.0,1.0
linpred[320],-0.713,0.25,-1.183,-0.254,0.004,0.003,4323.0,3131.0,1.0
linpred[321],0.507,0.217,0.113,0.926,0.004,0.003,3438.0,3171.0,1.0
linpred[322],-0.164,0.243,-0.646,0.261,0.004,0.003,3845.0,3425.0,1.0
linpred[323],0.192,0.225,-0.227,0.625,0.004,0.003,3744.0,3396.0,1.0
linpred[324],0.218,0.226,-0.21,0.63,0.004,0.003,4047.0,3381.0,1.0
linpred[325],-0.191,0.327,-0.831,0.399,0.005,0.004,3941.0,3329.0,1.0
linpred[326],0.441,0.249,0.006,0.931,0.004,0.003,4462.0,3271.0,1.0
linpred[327],-0.613,0.252,-1.098,-0.14,0.004,0.003,3866.0,3295.0,1.0
linpred[328],0.279,0.256,-0.169,0.789,0.004,0.003,4330.0,2865.0,1.0
linpred[329],0.689,0.227,0.266,1.114,0.004,0.003,3737.0,3141.0,1.0
linpred[330],-0.56,0.231,-0.966,-0.102,0.004,0.003,3744.0,3018.0,1.0
linpred[331],-0.519,0.25,-0.991,-0.065,0.004,0.003,4408.0,2996.0,1.0
linpred[332],0.293,0.266,-0.2,0.808,0.004,0.003,4136.0,3159.0,1.0
linpred[333],-0.332,0.233,-0.781,0.088,0.003,0.003,4810.0,3656.0,1.0
linpred[334],0.164,0.246,-0.295,0.635,0.004,0.003,4125.0,3087.0,1.0
linpred[335],-0.462,0.313,-1.001,0.164,0.005,0.004,4336.0,3265.0,1.0
linpred[336],0.226,0.24,-0.217,0.671,0.004,0.003,4109.0,3436.0,1.0
linpred[337],-0.415,0.26,-0.898,0.072,0.004,0.003,3798.0,2979.0,1.0
linpred[338],-0.633,0.271,-1.135,-0.112,0.004,0.003,4365.0,2578.0,1.0
linpred[339],-0.457,0.271,-0.938,0.068,0.004,0.003,4690.0,3426.0,1.0
linpred[340],-0.776,0.255,-1.286,-0.333,0.004,0.003,4439.0,3360.0,1.0
linpred[341],-0.449,0.248,-0.906,0.015,0.004,0.003,3936.0,3273.0,1.0
linpred[342],-0.797,0.236,-1.217,-0.336,0.004,0.003,4086.0,3531.0,1.0
linpred[343],0.244,0.233,-0.173,0.686,0.004,0.003,4084.0,3617.0,1.0
linpred[344],-0.507,0.245,-0.972,-0.065,0.004,0.003,3819.0,3222.0,1.0
linpred[345],-0.361,0.258,-0.835,0.114,0.004,0.003,3925.0,2906.0,1.0
linpred[346],-0.494,0.247,-0.96,-0.04,0.004,0.003,3727.0,3363.0,1.0
linpred[347],-0.112,0.233,-0.55,0.31,0.004,0.003,3725.0,3738.0,1.0
linpred[348],-0.639,0.259,-1.137,-0.164,0.004,0.003,3812.0,3079.0,1.0
linpred[349],-0.353,0.291,-0.887,0.182,0.005,0.004,3932.0,3190.0,1.0
linpred[350],-0.457,0.255,-0.928,0.036,0.004,0.003,4249.0,3478.0,1.0
linpred[351],-0.416,0.231,-0.861,0.006,0.004,0.003,3825.0,2800.0,1.0
linpred[352],-0.382,0.257,-0.833,0.134,0.004,0.003,4596.0,3672.0,1.0
linpred[353],3.491,0.285,2.928,4.001,0.005,0.003,3992.0,3453.0,1.0
linpred[354],0.533,0.251,0.083,1.022,0.004,0.003,4088.0,3639.0,1.0
linpred[355],-0.105,0.252,-0.605,0.336,0.004,0.003,3989.0,3406.0,1.0
linpred[356],0.274,0.305,-0.265,0.865,0.005,0.004,3752.0,3471.0,1.0
linpred[357],0.177,0.231,-0.255,0.614,0.004,0.003,4112.0,3682.0,1.0
linpred[358],0.648,0.232,0.188,1.059,0.004,0.003,3801.0,3346.0,1.0
linpred[359],-0.549,0.24,-0.997,-0.096,0.004,0.003,3504.0,3002.0,1.0
linpred[360],0.307,0.261,-0.183,0.791,0.004,0.003,4046.0,3066.0,1.0
linpred[361],-0.916,0.282,-1.455,-0.399,0.004,0.003,4125.0,3388.0,1.0
linpred[362],0.417,0.247,-0.029,0.904,0.004,0.003,4059.0,3394.0,1.0
linpred[363],-0.98,0.306,-1.555,-0.41,0.004,0.003,4616.0,3639.0,1.0
linpred[364],0.016,0.229,-0.44,0.417,0.004,0.003,3945.0,3514.0,1.0
linpred[365],-1.267,0.276,-1.785,-0.762,0.004,0.003,4453.0,3125.0,1.0
linpred[366],1.434,0.244,0.999,1.922,0.004,0.003,3885.0,3218.0,1.0
linpred[367],-0.834,0.266,-1.335,-0.34,0.004,0.003,3895.0,3498.0,1.0
linpred[368],-0.388,0.241,-0.846,0.065,0.004,0.003,4494.0,3411.0,1.0
linpred[369],-0.52,0.311,-1.111,0.059,0.005,0.003,4355.0,3420.0,1.0
linpred[370],0.926,0.25,0.472,1.403,0.004,0.003,4779.0,3650.0,1.0
linpred[371],-0.907,0.244,-1.347,-0.435,0.004,0.003,4414.0,3650.0,1.0
linpred[372],-0.076,0.243,-0.512,0.417,0.004,0.003,3914.0,3211.0,1.0
linpred[373],-0.645,0.245,-1.102,-0.174,0.004,0.003,4522.0,3174.0,1.0
linpred[374],-0.029,0.239,-0.477,0.409,0.004,0.003,4248.0,3162.0,1.0
linpred[375],0.167,0.243,-0.297,0.609,0.004,0.003,4333.0,3478.0,1.0
linpred[376],1.139,0.261,0.632,1.594,0.004,0.003,4876.0,3583.0,1.0
linpred[377],-0.578,0.273,-1.087,-0.071,0.004,0.003,4203.0,2841.0,1.0
linpred[378],0.373,0.242,-0.074,0.834,0.004,0.003,4142.0,3242.0,1.0
linpred[379],-0.683,0.246,-1.173,-0.24,0.004,0.003,4561.0,3400.0,1.0
linpred[380],1.328,0.238,0.885,1.769,0.004,0.003,3783.0,3394.0,1.0
linpred[381],-0.434,0.238,-0.858,0.024,0.004,0.003,4086.0,2965.0,1.0
linpred[382],-0.475,0.234,-0.934,-0.051,0.004,0.003,3565.0,2954.0,1.0
linpred[383],-0.892,0.245,-1.344,-0.435,0.004,0.003,3603.0,3023.0,1.0
linpred[384],-0.133,0.253,-0.61,0.324,0.004,0.003,4596.0,3642.0,1.0
linpred[385],-0.201,0.286,-0.75,0.329,0.004,0.003,4280.0,3683.0,1.0
linpred[386],-0.894,0.246,-1.344,-0.411,0.004,0.003,4227.0,3387.0,1.0
linpred[387],-0.927,0.255,-1.417,-0.441,0.004,0.003,4299.0,3207.0,1.0
linpred[388],-0.208,0.222,-0.633,0.2,0.004,0.003,3630.0,3185.0,1.0
linpred[389],1.136,0.236,0.69,1.567,0.004,0.003,3628.0,3137.0,1.0
linpred[390],-0.895,0.247,-1.394,-0.468,0.004,0.003,4101.0,3509.0,1.0
linpred[391],-0.682,0.275,-1.22,-0.166,0.004,0.003,3817.0,3483.0,1.0
linpred[392],0.126,0.239,-0.314,0.572,0.004,0.003,4144.0,3395.0,1.0
linpred[393],-0.483,0.258,-0.96,-0.001,0.004,0.003,4036.0,3274.0,1.0
