,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
linpred[394],-0.61,0.256,-1.074,-0.108,0.004,0.003,4731.0,3543.0,1.0
linpred[395],-0.21,0.25,-0.689,0.252,0.004,0.003,3991.0,3127.0,1.0
linpred[396],-0.61,0.23,-1.019,-0.158,0.004,0.003,4082.0,3469.0,1.0
linpred[397],0.153,0.244,-0.288,0.62,0.004,0.003,3764.0,3176.0,1.0
linpred[398],0.141,0.26,-0.357,0.616,0.004,0.003,4357.0,3239.0,1.0
linpred[399],-0.669,0.252,-1.132,-0.18,0.004,0.003,3778.0,2962.0,1.0
linpred[400],0.742,0.275,0.226,1.245,0.004,0.003,4227.0,3520.0,1.0
linpred[401],0.564,0.244,0.116,1.019,0.004,0.003,4356.0,3049.0,1.0
linpred[402],-0.654,0.246,-1.1,-0.178,0.004,0.003,4034.0,3074.0,1.0
linpred[403],-0.494,0.251,-0.999,-0.057,0.004,0.003,4346.0,3208.0,1.0
linpred[404],0.111,0.261,-0.384,0.593,0.004,0.003,4737.0,3509.0,1.0
linpred[405],-0.213,0.248,-0.688,0.243,0.004,0.003,4132.0,3167.0,1.0
linpred[406],-0.194,0.3,-0.76,0.366,0.004,0.004,4493.0,3184.0,1.0
linpred[407],-1.385,0.266,-1.908,-0.902,0.004,0.003,3562.0,3076.0,1.0
linpred[408],-0.671,0.25,-1.122,-0.173,0.004,0.003,4296.0,3849.0,1.0
linpred[409],-0.358,0.236,-0.788,0.092,0.004,0.003,3767.0,3491.0,1.0
linpred[410],0.007,0.284,-0.496,0.564,0.004,0.004,4536.0,3197.0,1.0
linpred[411],-0.616,0.267,-1.123,-0.118,0.004,0.003,4476.0,3552.0,1.0
linpred[412],-0.433,0.251,-0.924,0.023,0.004,0.003,4038.0,3333.0,1.0
linpred[413],1.612,0.215,1.204,2.016,0.003,0.002,4018.0,3576.0,1.0
linpred[414],-0.12,0.41,-0.852,0.679,0.006,0.006,4157.0,3249.0,1.0
linpred[415],1.044,0.326,0.44,1.658,0.005,0.004,4476.0,3491.0,1.0
linpred[416],-0.914,0.254,-1.38,-0.444,0.004,0.003,4326.0,3340.0,1.0
linpred[417],-1.099,0.289,-1.63,-0.537,0.004,0.003,4894.0,3566.0,1.0
linpred[418],1.136,0.237,0.636,1.545,0.004,0.003,4509.0,3267.0,1.0
linpred[419],-0.119,0.268,-0.589,0.419,0.004,0.004,3777.0,3381.0,1.0
linpred[420],0.087,0.226,-0.343,0.493,0.004,0.003,4056.0,3058.0,1.0
linpred[421],1.082,0.258,0.618,1.582,0.004,0.003,4253.0,3361.0,1.0
linpred[422],2.604,0.239,2.157,3.05,0.004,0.003,3033.0,3165.0,1.0
linpred[423],-0.395,0.236,-0.82,0.056,0.004,0.003,4365.0,3524.0,1.0
linpred[424],-0.388,0.287,-0.927,0.149,0.005,0.003,4042.0,3299.0,1.0
linpred[425],-0.273,0.247,-0.738,0.171,0.004,0.003,4054.0,3455.0,1.0
linpred[426],0.47,0.257,-0.024,0.949,0.004,0.003,3890.0,3410.0,1.0
linpred[427],2.254,0.249,1.799,2.731,0.004,0.003,4094.0,3831.0,1.0
linpred[428],-0.104,0.215,-0.512,0.289,0.003,0.003,3922.0,3008.0,1.0
linpred[429],-0.39,0.243,-0.827,0.093,0.004,0.003,4310.0,3854.0,1.0
linpred[430],1.704,0.248,1.235,2.164,0.004,0.003,4409.0,3626.0,1.0
linpred[431],-0.456,0.248,-0.924,0.007,0.004,0.003,4549.0,3547.0,1.0
linpred[432],0.615,0.248,0.139,1.074,0.004,0.003,3815.0,3456.0,1.0
linpred[433],-0.71,0.256,-1.181,-0.213,0.004,0.003,4428.0,3209.0,1.0
linpred[434],1.56,0.244,1.104,2.001,0.004,0.003,4385.0,3568.0,1.0
linpred[435],1.173,0.26,0.691,1.679,0.004,0.003,4330.0,3630.0,1.0
linpred[436],-0.741,0.274,-1.266,-0.229,0.004,0.003,4246.0,3283.0,1.0
linpred[437],-0.421,0.238,-0.866,0.04,0.004,0.003,3956.0,3045.0,1.0
linpred[438],-0.227,0.252,-0.688,0.242,0.004,0.003,4604.0,3484.0,1.0
linpred[439],-0.733,0.247,-1.212,-0.273,0.004,0.003,3868.0,3170.0,1.0
linpred[440],-0.713,0.253,-1.215,-0.262,0.004,0.003,3627.0,3158.0,1.0
linpred[441],-0.185,0.241,-0.635,0.27,0.004,0.003,4186.0,3196.0,1.0
linpred[442],-0.117,0.218,-0.541,0.276,0.003,0.003,4238.0,3345.0,1.0
linpred[443],-0.405,0.248,-0.873,0.048,0.004,0.003,3999.0,3471.0,1.0
linpred[444],-0.586,0.277,-1.105,-0.058,0.004,0.003,4053.0,3446.0,1.0
linpred[445],-0.764,0.249,-1.21,-0.253,0.004,0.003,4305.0,3256.0,1.0
linpred[446],0.342,0.264,-0.131,0.852,0.004,0.003,4007.0,3759.0,1.0
linpred[447],-0.519,0.248,-0.968,-0.037,0.004,0.003,4104.0,3552.0,1.0
linpred[448],-0.505,0.242,-0.959,-0.054,0.004,0.003,4202.0,3462.0,1.0
linpred[449],2.144,0.242,1.675,2.593,0.004,0.003,3147.0,2956.0,1.0
linpred[450],0.993,0.24,0.533,1.438,0.004,0.003,4552.0,3657.0,1.0
linpred[451],-0.87,0.252,-1.338,-0.381,0.004,0.003,3838.0,3342.0,1.0
linpred[452],-0.461,0.274,-0.967,0.057,0.004,0.003,3755.0,3083.0,1.0
linpred[453],-0.662,0.292,-1.234,-0.138,0.005,0.003,3920.0,3544.0,1.0
linpred[454],-0.555,0.234,-1.001,-0.134,0.004,0.003,3515.0,3085.0,1.0
linpred[455],0.317,0.248,-0.149,0.791,0.004,0.003,4395.0,2800.0,1.0
linpred[456],-0.101,0.261,-0.598,0.375,0.004,0.003,3942.0,3689.0,1.0
linpred[457],-0.756,0.259,-1.262,-0.291,0.004,0.003,4552.0,3302.0,1.0
linpred[458],-0.669,0.255,-1.126,-0.17,0.004,0.003,3892.0,3478.0,1.0
linpred[459],2.568,0.245,2.122,3.041,0.005,0.004,2113.0,2871.0,1.0
linpred[460],-0.593,0.261,-1.089,-0.1,0.004,0.003,4132.0,3151.0,1.0
linpred[461],-0.653,0.252,-1.126,-0.195,0.004,0.003,3668.0,2963.0,1.0
linpred[462],0.308,0.251,-0.181,0.759,0.004,0.003,4449.0,3256.0,1.0
linpred[463],0.095,0.261,-0.385,0.596,0.004,0.003,4155.0,3487.0,1.0
linpred[464],-0.835,0.24,-1.307,-0.401,0.004,0.003,3842.0,3332.0,1.0
linpred[465],-0.768,0.278,-1.306,-0.249,0.005,0.003,3704.0,3611.0,1.0
linpred[466],1.053,0.226,0.626,1.478,0.004,0.003,3982.0,3334.0,1.0
linpred[467],-0.334,0.257,-0.8,0.171,0.004,0.003,4783.0,3645.0,1.0
linpred[468],0.288,0.253,-0.187,0.757,0.004,0.003,4479.0,3566.0,1.0
linpred[469],-0.538,0.266,-1.051,-0.072,0.004,0.003,4375.0,3479.0,1.0
linpred[470],-0.268,0.301,-0.849,0.277,0.004,0.003,4685.0,3338.0,1.0
linpred[471],-0.358,0.253,-0.833,0.115,0.004,0.003,4647.0,3542.0,1.0
linpred[472],-0.548,0.245,-1.0,-0.08,0.004,0.003,4295.0,3293.0,1.0
linpred[473],-0.926,0.32,-1.54,-0.343,0.005,0.003,4529.0,3014.0,1.0
linpred[474],-0.415,0.242,-0.856,0.055,0.004,0.003,4021.0,3242.0,1.0
linpred[475],-0.582,0.236,-1.022,-0.134,0.004,0.003,3804.0,3434.0,1.0
linpred[476],-0.631,0.25,-1.122,-0.185,0.004,0.003,4034.0,3149.0,1.0
linpred[477],-0.413,0.281,-0.944,0.108,0.004,0.003,4957.0,3711.0,1.0
linpred[478],-0.568,0.241,-1.002,-0.098,0.004,0.003,3808.0,3179.0,1.0
linpred[479],-0.105,0.264,-0.607,0.389,0.004,0.004,4072.0,3240.0,1.0
linpred[480],-0.052,0.222,-0.475,0.353,0.004,0.003,3802.0,3314.0,1.0
linpred[481],0.633,0.219,0.231,1.054,0.003,0.002,4020.0,3254.0,1.0
linpred[482],1.107,0.237,0.679,1.564,0.004,0.003,4038.0,3481.0,1.0
linpred[483],-1.095,0.248,-1.556,-0.626,0.004,0.003,4216.0,3439.0,1.0
linpred[484],-0.495,0.249,-0.974,-0.04,0.004,0.003,3624.0,2730.0,1.0
linpred[485],-0.641,0.254,-1.1,-0.152,0.004,0.003,4158.0,3577.0,1.0
linpred[486],0.526,0.229,0.098,0.957,0.004,0.003,3844.0,3273.0,1.0
linpred[487],-0.41,0.284,-0.937,0.133,0.004,0.003,4271.0,3535.0,1.0
linpred[488],0.312,0.231,-0.128,0.724,0.003,0.003,4583.0,3553.0,1.0
linpred[489],0.733,0.263,0.243,1.216,0.004,0.003,4462.0,3283.0,1.0
linpred[490],2.238,0.267,1.748,2.735,0.005,0.003,3274.0,3335.0,1.0
linpred[491],-0.537,0.248,-1.01,-0.08,0.004,0.003,4104.0,3152.0,1.0
linpred[492],0.67,0.267,0.148,1.143,0.004,0.003,3917.0,3222.0,1.0
linpred[493],0.975,0.243,0.542,1.441,0.004,0.003,4082.0,3230.0,1.0
linpred[494],-0.742,0.253,-1.208,-0.266,0.004,0.003,4081.0,3405.0,1.0
linpred[495],0.285,0.26,-0.197,0.776,0.004,0.003,4150.0,3355.0,1.0
linpred[496],-0.301,0.235,-0.722,0.146,0.004,0.003,3529.0,2872.0,1.0
linpred[497],0.462,0.252,-0.022,0.926,0.004,0.003,4123.0,3098.0,1.0
linpred[498],0.002,0.298,-0.564,0.562,0.005,0.004,4019.0,3438.0,1.0
linpred[499],-0.808,0.284,-1.32,-0.266,0.004,0.003,4692.0,3655.0,1.0
linpred[500],-1.019,0.26,-1.476,-0.506,0.004,0.003,4222.0,3460.0,1.0
linpred[501],-0.778,0.236,-1.202,-0.327,0.003,0.002,4681.0,3466.0,1.0
linpred[502],-0.431,0.248,-0.875,0.049,0.004,0.003,4004.0,2881.0,1.0
linpred[503],-0.947,0.252,-1.411,-0.475,0.004,0.003,4017.0,3134.0,1.0
linpred[504],-0.356,0.238,-0.832,0.05,0.004,0.003,3939.0,3479.0,1.0
linpred[505],-0.206,0.261,-0.715,0.264,0.004,0.003,4251.0,3467.0,1.0
linpred[506],-0.042,0.25,-0.511,0.432,0.004,0.003,4049.0,3187.0,1.0
linpred[507],2.686,0.23,2.275,3.134,0.004,0.003,3155.0,3245.0,1.0
linpred[508],-0.963,0.258,-1.439,-0.467,0.004,0.003,3621.0,3063.0,1.0
linpred[509],1.635,0.258,1.113,2.078,0.004,0.003,4574.0,3558.0,1.0
linpred[510],-0.843,0.248,-1.315,-0.389,0.004,0.003,4464.0,3592.0,1.0
linpred[511],1.238,0.217,0.819,1.645,0.003,0.002,4180.0,3353.0,1.0
linpred[512],-1.167,0.261,-1.69,-0.719,0.004,0.003,4522.0,3214.0,1.0
linpred[513],-0.016,0.232,-0.414,0.458,0.004,0.003,3605.0,3385.0,1.0
linpred[514],0.81,0.222,0.395,1.22,0.004,0.003,3591.0,3091.0,1.0
linpred[515],0.605,0.266,0.123,1.118,0.004,0.003,3866.0,3040.0,1.0
linpred[516],-0.159,0.244,-0.617,0.311,0.004,0.003,4423.0,3650.0,1.0
linpred[517],-0.274,0.233,-0.729,0.134,0.004,0.003,3755.0,2937.0,1.0
linpred[518],1.084,0.23,0.639,1.511,0.004,0.003,3826.0,2727.0,1.0
linpred[519],2.385,0.238,1.951,2.85,0.004,0.003,3667.0,3517.0,1.0
linpred[520],-0.167,0.247,-0.632,0.283,0.004,0.003,3510.0,3302.0,1.0
linpred[521],0.014,0.351,-0.646,0.655,0.005,0.004,4987.0,3475.0,1.0
linpred[522],0.598,0.272,0.103,1.108,0.004,0.003,4237.0,3654.0,1.0
linpred[523],-0.672,0.252,-1.182,-0.231,0.004,0.003,3781.0,3659.0,1.0
linpred[524],0.114,0.243,-0.35,0.552,0.004,0.003,3836.0,3655.0,1.0
linpred[525],0.305,0.233,-0.15,0.719,0.004,0.003,4173.0,3741.0,1.0
linpred[526],-0.17,0.24,-0.587,0.307,0.004,0.003,4164.0,3481.0,1.0
linpred[527],0.253,0.261,-0.231,0.747,0.004,0.003,4360.0,3548.0,1.0
linpred[528],2.667,0.247,2.217,3.146,0.005,0.003,2986.0,2529.0,1.0
linpred[529],0.311,0.236,-0.133,0.753,0.004,0.003,3949.0,3156.0,1.0
linpred[530],-0.818,0.294,-1.383,-0.273,0.004,0.003,4563.0,3223.0,1.0
linpred[531],1.332,0.28,0.833,1.876,0.004,0.003,4450.0,3156.0,1.0
linpred[532],0.823,0.232,0.4,1.265,0.004,0.003,4025.0,3214.0,1.0
linpred[533],1.385,0.236,0.956,1.83,0.004,0.003,4202.0,3463.0,1.0
linpred[534],-0.682,0.261,-1.183,-0.204,0.004,0.003,4177.0,3233.0,1.0
linpred[535],-0.444,0.276,-0.927,0.114,0.004,0.003,4170.0,3110.0,1.0
linpred[536],2.651,0.246,2.192,3.12,0.005,0.003,2835.0,3319.0,1.0
linpred[537],-0.247,0.234,-0.706,0.169,0.004,0.003,4018.0,3096.0,1.0
linpred[538],-0.719,0.259,-1.236,-0.256,0.004,0.003,4073.0,3315.0,1.0
linpred[539],0.176,0.254,-0.293,0.655,0.004,0.003,4540.0,3424.0,1.0
linpred[540],-0.2,0.255,-0.68,0.275,0.004,0.003,3885.0,3529.0,1.0
linpred[541],0.104,0.228,-0.329,0.526,0.003,0.003,4387.0,3298.0,1.0
linpred[542],-0.29,0.287,-0.825,0.244,0.004,0.003,4165.0,3635.0,1.0
linpred[543],-0.518,0.263,-1.006,-0.039,0.004,0.003,4608.0,3363.0,1.0
linpred[544],-1.08,0.241,-1.533,-0.642,0.004,0.003,4544.0,3645.0,1.0
linpred[545],-0.008,0.238,-0.452,0.436,0.004,0.003,3994.0,3686.0,1.0
linpred[546],-0.032,0.297,-0.575,0.543,0.004,0.004,4790.0,3554.0,1.0
linpred[547],-0.65,0.278,-1.198,-0.161,0.004,0.003,4521.0,3345.0,1.0
linpred[548],0.232,0.269,-0.231,0.777,0.004,0.003,4188.0,3424.0,1.0
linpred[549],-0.109,0.225,-0.527,0.322,0.003,0.003,4162.0,3399.0,1.0
linpred[550],0.081,0.249,-0.39,0.538,0.004,0.003,3980.0,3283.0,1.0
linpred[551],-1.071,0.293,-1.618,-0.526,0.005,0.003,3638.0,3332.0,1.0
linpred[552],-0.664,0.272,-1.164,-0.13,0.004,0.003,3907.0,3292.0,1.0
linpred[553],-0.404,0.28,-0.912,0.133,0.005,0.003,3493.0,3233.0,1.0
linpred[554],2.295,0.229,1.874,2.738,0.004,0.003,3291.0,3214.0,1.0
linpred[555],-0.118,0.272,-0.607,0.407,0.004,0.003,3983.0,3497.0,1.0
linpred[556],2.399,0.245,1.922,2.845,0.004,0.003,3830.0,3325.0,1.0
linpred[557],-0.392,0.272,-0.894,0.128,0.004,0.003,4229.0,3196.0,1.0
linpred[558],-0.613,0.283,-1.13,-0.07,0.004,0.003,4990.0,3703.0,1.0
linpred[559],-0.826,0.292,-1.352,-0.271,0.004,0.003,4819.0,3435.0,1.0
linpred[560],-0.949,0.24,-1.42,-0.519,0.004,0.003,4069.0,3195.0,1.0
linpred[561],0.468,0.251,-0.022,0.915,0.004,0.003,3688.0,3518.0,1.0
linpred[562],-0.811,0.248,-1.274,-0.338,0.004,0.003,4308.0,3358.0,1.0
linpred[563],0.055,0.236,-0.393,0.502,0.004,0.003,4028.0,3167.0,1.0
linpred[564],0.784,0.226,0.346,1.196,0.004,0.003,3675.0,3144.0,1.0
linpred[565],-0.147,0.25,-0.6,0.339,0.004,0.003,3856.0,3108.0,1.0
linpred[566],-0.718,0.238,-1.162,-0.269,0.004,0.003,4178.0,3495.0,1.0
linpred[567],-0.147,0.238,-0.575,0.299,0.004,0.003,4196.0,3191.0,1.0
linpred[568],-0.222,0.221,-0.646,0.187,0.003,0.002,4360.0,3486.0,1.0
linpred[569],1.209,0.249,0.764,1.697,0.004,0.003,4248.0,3331.0,1.0
linpred[570],-0.125,0.239,-0.582,0.313,0.004,0.003,3940.0,3038.0,1.0
linpred[571],-0.21,0.244,-0.704,0.214,0.004,0.003,3565.0,3380.0,1.0
linpred[572],-0.414,0.251,-0.918,0.019,0.004,0.003,4147.0,3242.0,1.0
linpred[573],-0.123,0.226,-0.553,0.284,0.004,0.003,4153.0,3377.0,1.0
linpred[574],-0.699,0.23,-1.143,-0.266,0.004,0.003,3778.0,3321.0,1.0
linpred[575],-0.435,0.307,-1.032,0.1,0.005,0.004,4422.0,3460.0,1.0
linpred[576],-0.57,0.268,-1.058,-0.057,0.004,0.003,3920.0,3570.0,1.0
linpred[577],-1.056,0.276,-1.549,-0.52,0.004,0.003,3928.0,3611.0,1.0
linpred[578],-0.476,0.265,-0.942,0.054,0.004,0.003,3958.0,3168.0,1.0
linpred[579],0.922,0.219,0.504,1.323,0.004,0.003,3888.0,2913.0,1.0
linpred[580],-0.971,0.259,-1.431,-0.457,0.004,0.003,4033.0,2950.0,1.0
linpred[581],-0.08,0.247,-0.58,0.347,0.004,0.003,4223.0,3301.0,1.0
linpred[582],0.701,0.262,0.232,1.211,0.004,0.003,3492.0,3153.0,1.0
linpred[583],-0.417,0.25,-0.864,0.072,0.004,0.003,3540.0,3146.0,1.0
linpred[584],-0.179,0.279,-0.688,0.367,0.004,0.003,4468.0,3486.0,1.0
linpred[585],0.581,0.216,0.197,0.996,0.003,0.002,4103.0,3578.0,1.0
linpred[586],-0.477,0.253,-0.955,-0.009,0.004,0.003,4264.0,3448.0,1.0
linpred[587],-0.791,0.238,-1.257,-0.353,0.004,0.003,3697.0,3234.0,1.0
linpred[588],-0.001,0.257,-0.479,0.5,0.004,0.003,3925.0,3461.0,1.0
linpred[589],-0.705,0.268,-1.195,-0.188,0.004,0.003,4016.0,3330.0,1.0
linpred[590],0.625,0.279,0.097,1.14,0.004,0.003,4641.0,3616.0,1.0
linpred[591],-0.579,0.215,-0.974,-0.172,0.003,0.002,3932.0,3139.0,1.0
linpred[592],-0.278,0.243,-0.715,0.19,0.004,0.003,4418.0,3389.0,1.0
linpred[593],-0.084,0.24,-0.523,0.377,0.004,0.003,4109.0,3227.0,1.0
linpred[594],-0.552,0.232,-0.983,-0.113,0.004,0.003,3581.0,2810.0,1.0
linpred[595],0.557,0.25,0.057,1.002,0.004,0.003,4315.0,3226.0,1.0
linpred[596],-0.785,0.263,-1.262,-0.277,0.004,0.003,4235.0,3384.0,1.0
linpred[597],1.218,0.259,0.756,1.723,0.004,0.003,4030.0,3578.0,1.0
linpred[598],1.148,0.265,0.693,1.686,0.004,0.003,3986.0,3348.0,1.0
linpred[599],-0.594,0.249,-1.079,-0.152,0.004,0.003,3676.0,3418.0,1.0
linpred[600],0.561,0.273,0.061,1.07,0.004,0.003,3790.0,3155.0,1.0
linpred[601],1.621,0.303,1.08,2.22,0.004,0.003,4835.0,3506.0,1.0
linpred[602],0.216,0.243,-0.223,0.676,0.004,0.003,3375.0,3325.0,1.0
linpred[603],-0.693,0.255,-1.155,-0.205,0.004,0.003,3922.0,3384.0,1.0
linpred[604],0.001,0.246,-0.49,0.444,0.004,0.003,4091.0,3278.0,1.0
linpred[605],-0.826,0.269,-1.312,-0.3,0.004,0.003,4067.0,3427.0,1.0
linpred[606],-0.008,0.282,-0.519,0.527,0.004,0.004,4296.0,3327.0,1.0
linpred[607],-0.893,0.286,-1.42,-0.354,0.004,0.003,4380.0,3645.0,1.0
linpred[608],0.045,0.312,-0.557,0.606,0.005,0.004,4349.0,3390.0,1.0
linpred[609],-0.604,0.249,-1.103,-0.158,0.004,0.003,4689.0,3247.0,1.0
linpred[610],-0.397,0.248,-0.879,0.059,0.004,0.003,4423.0,3451.0,1.0
linpred[611],1.635,0.245,1.174,2.087,0.004,0.003,3018.0,3364.0,1.0
linpred[612],-1.36,0.27,-1.852,-0.822,0.004,0.003,4100.0,3338.0,1.0
linpred[613],-0.055,0.244,-0.519,0.391,0.004,0.003,3737.0,3284.0,1.0
linpred[614],0.497,0.245,0.006,0.941,0.004,0.003,3982.0,3452.0,1.0
linpred[615],1.079,0.239,0.591,1.489,0.004,0.003,3563.0,3187.0,1.0
linpred[616],-0.379,0.285,-0.896,0.154,0.005,0.003,4003.0,3656.0,1.0
linpred[617],0.901,0.246,0.448,1.359,0.004,0.003,3978.0,3202.0,1.0
linpred[618],0.186,0.241,-0.285,0.617,0.004,0.003,4444.0,3545.0,1.0
linpred[619],0.759,0.24,0.33,1.222,0.004,0.003,3912.0,2757.0,1.0
linpred[620],-0.361,0.252,-0.849,0.102,0.004,0.003,4062.0,3089.0,1.0
linpred[621],0.095,0.242,-0.362,0.54,0.004,0.003,3428.0,3410.0,1.0
linpred[622],-0.718,0.274,-1.237,-0.223,0.004,0.003,4057.0,3395.0,1.0
linpred[623],-0.548,0.367,-1.233,0.137,0.005,0.004,4596.0,3513.0,1.0
linpred[624],0.415,0.224,0.021,0.841,0.004,0.003,4076.0,3437.0,1.0
linpred[625],-0.389,0.256,-0.868,0.097,0.004,0.003,3977.0,3077.0,1.0
linpred[626],-1.023,0.249,-1.469,-0.535,0.004,0.003,3728.0,3411.0,1.0
linpred[627],-0.457,0.286,-1.005,0.06,0.004,0.003,4061.0,3407.0,1.0
linpred[628],-0.947,0.28,-1.486,-0.438,0.004,0.003,4201.0,3730.0,1.0
linpred[629],0.006,0.244,-0.435,0.481,0.004,0.003,3994.0,3148.0,1.0
linpred[630],3.203,0.252,2.729,3.666,0.004,0.003,4320.0,3306.0,1.0
linpred[631],-0.739,0.267,-1.265,-0.268,0.004,0.003,4014.0,3539.0,1.0
linpred[632],1.032,0.232,0.61,1.484,0.004,0.003,3915.0,3332.0,1.0
linpred[633],-0.413,0.241,-0.83,0.05,0.004,0.003,4000.0,3697.0,1.0
linpred[634],0.795,0.263,0.312,1.292,0.004,0.003,4408.0,3584.0,1.0
linpred[635],1.104,0.294,0.575,1.689,0.005,0.003,4247.0,3499.0,1.0
linpred[636],0.112,0.235,-0.324,0.558,0.004,0.003,4179.0,2827.0,1.0
linpred[637],0.058,0.246,-0.373,0.538,0.004,0.004,3202.0,2945.0,1.0
linpred[638],0.185,0.359,-0.461,0.88,0.005,0.004,4307.0,3186.0,1.0
linpred[639],-0.605,0.268,-1.124,-0.121,0.004,0.003,3710.0,3096.0,1.0
linpred[640],-0.649,0.258,-1.139,-0.177,0.004,0.003,4558.0,3552.0,1.0
linpred[641],1.307,0.232,0.872,1.742,0.004,0.003,3920.0,3320.0,1.0
linpred[642],0.895,0.29,0.351,1.431,0.005,0.004,3462.0,2872.0,1.0
linpred[643],0.156,0.244,-0.314,0.601,0.004,0.003,4168.0,3015.0,1.0
linpred[644],0.221,0.255,-0.248,0.704,0.004,0.003,4004.0,3282.0,1.0
linpred[645],-0.345,0.291,-0.889,0.188,0.004,0.003,4888.0,3254.0,1.0
linpred[646],0.801,0.217,0.375,1.19,0.003,0.002,4420.0,3005.0,1.0
linpred[647],-0.796,0.291,-1.319,-0.248,0.004,0.003,4533.0,3296.0,1.0
linpred[648],-1.033,0.258,-1.506,-0.551,0.004,0.003,4250.0,3295.0,1.0
linpred[649],-0.946,0.252,-1.428,-0.487,0.004,0.003,4218.0,3437.0,1.0
linpred[650],1.153,0.243,0.693,1.599,0.004,0.003,3704.0,3186.0,1.0
linpred[651],-0.046,0.271,-0.549,0.47,0.004,0.004,3920.0,3372.0,1.0
linpred[652],-1.145,0.266,-1.617,-0.633,0.004,0.003,4407.0,3579.0,1.0
linpred[653],-0.253,0.257,-0.712,0.25,0.004,0.003,4007.0,2860.0,1.0
linpred[654],-0.481,0.24,-0.932,-0.035,0.003,0.003,4729.0,3724.0,1.0
linpred[655],-0.439,0.254,-0.938,0.015,0.004,0.003,3931.0,3094.0,1.0
linpred[656],-0.498,0.255,-0.963,-0.028,0.004,0.003,3641.0,3378.0,1.0
linpred[657],-0.357,0.239,-0.809,0.085,0.004,0.003,4386.0,3284.0,1.0
linpred[658],-0.21,0.246,-0.666,0.258,0.004,0.003,3991.0,3233.0,1.0
linpred[659],-0.142,0.227,-0.595,0.256,0.004,0.003,3801.0,3271.0,1.0
linpred[660],-0.558,0.262,-1.051,-0.075,0.004,0.003,4207.0,3537.0,1.0
linpred[661],-0.255,0.223,-0.685,0.147,0.003,0.003,4867.0,3661.0,1.0
linpred[662],-0.837,0.248,-1.283,-0.366,0.004,0.003,4240.0,3192.0,1.0
linpred[663],-0.256,0.222,-0.662,0.167,0.004,0.003,3247.0,3201.0,1.0
linpred[664],0.594,0.251,0.141,1.073,0.004,0.003,4059.0,3050.0,1.0
linpred[665],-0.353,0.246,-0.806,0.114,0.004,0.003,4196.0,3300.0,1.0
linpred[666],-0.085,0.279,-0.593,0.45,0.004,0.004,4784.0,3267.0,1.0
linpred[667],-0.728,0.283,-1.247,-0.183,0.004,0.003,4526.0,3394.0,1.0
linpred[668],2.959,0.251,2.512,3.456,0.005,0.004,2410.0,3230.0,1.0
linpred[669],0.146,0.244,-0.305,0.602,0.004,0.003,4135.0,3347.0,1.0
linpred[670],-0.912,0.26,-1.383,-0.407,0.004,0.003,3983.0,3321.0,1.0
linpred[671],-0.011,0.277,-0.532,0.51,0.004,0.004,4460.0,2633.0,1.0
linpred[672],0.903,0.242,0.463,1.36,0.004,0.003,3987.0,3399.0,1.0
linpred[673],-0.278,0.26,-0.745,0.231,0.004,0.003,4643.0,3232.0,1.0
linpred[674],2.786,0.249,2.322,3.252,0.004,0.003,4112.0,3615.0,1.0
linpred[675],0.106,0.242,-0.34,0.547,0.004,0.003,4324.0,3395.0,1.0
linpred[676],-0.383,0.295,-0.971,0.149,0.005,0.004,4106.0,3447.0,1.0
linpred[677],-0.905,0.26,-1.413,-0.43,0.004,0.003,3603.0,3513.0,1.0
linpred[678],-0.86,0.253,-1.34,-0.385,0.004,0.003,3882.0,3238.0,1.0
linpred[679],-0.242,0.255,-0.692,0.265,0.004,0.003,4198.0,3036.0,1.0
linpred[680],-0.773,0.277,-1.323,-0.285,0.004,0.003,4648.0,3312.0,1.0
linpred[681],-0.054,0.239,-0.465,0.43,0.004,0.003,3991.0,3586.0,1.0
linpred[682],0.56,0.274,0.059,1.071,0.005,0.003,3631.0,3297.0,1.0
linpred[683],-0.134,0.234,-0.563,0.31,0.004,0.003,3691.0,3144.0,1.0
linpred[684],0.868,0.254,0.392,1.336,0.004,0.003,4060.0,3133.0,1.0
linpred[685],0.052,0.255,-0.418,0.533,0.004,0.003,4298.0,3653.0,1.0
linpred[686],0.539,0.326,-0.057,1.161,0.004,0.003,5332.0,3517.0,1.0
linpred[687],-0.346,0.265,-0.814,0.179,0.004,0.003,4373.0,3452.0,1.0
linpred[688],0.79,0.249,0.334,1.264,0.004,0.003,4177.0,3212.0,1.0
linpred[689],0.09,0.248,-0.388,0.551,0.004,0.003,3644.0,2751.0,1.0
linpred[690],-0.431,0.274,-0.973,0.057,0.004,0.003,4035.0,3344.0,1.0
linpred[691],0.19,0.228,-0.247,0.609,0.004,0.003,4174.0,3163.0,1.0
linpred[692],-0.704,0.264,-1.204,-0.209,0.004,0.003,4053.0,3195.0,1.0
linpred[693],-0.241,0.253,-0.697,0.261,0.004,0.003,3987.0,3104.0,1.0
linpred[694],-0.281,0.242,-0.731,0.185,0.004,0.003,3985.0,3340.0,1.0
linpred[695],-1.013,0.26,-1.523,-0.554,0.004,0.003,4391.0,3261.0,1.0
linpred[696],-1.061,0.279,-1.588,-0.532,0.004,0.003,3931.0,3250.0,1.0
linpred[697],0.088,0.229,-0.345,0.514,0.004,0.003,3255.0,3064.0,1.0
linpred[698],-0.11,0.251,-0.593,0.341,0.004,0.003,3771.0,3233.0,1.0
