,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
beta[371],-0.0,0.014,-0.026,0.028,0.0,0.0,6196.0,2940.0,1.0
beta[372],0.001,0.015,-0.028,0.027,0.0,0.0,5834.0,2569.0,1.0
beta[373],-0.006,0.014,-0.033,0.021,0.0,0.0,5517.0,2984.0,1.0
beta[374],-0.012,0.015,-0.039,0.018,0.0,0.0,5712.0,2965.0,1.0
beta[375],-0.006,0.014,-0.032,0.021,0.0,0.0,6471.0,3334.0,1.0
beta[376],-0.011,0.015,-0.042,0.014,0.0,0.0,5272.0,2166.0,1.0
beta[377],0.001,0.015,-0.026,0.03,0.0,0.0,5334.0,3487.0,1.0
beta[378],0.007,0.015,-0.02,0.035,0.0,0.0,6449.0,3032.0,1.0
beta[379],-0.002,0.015,-0.03,0.025,0.0,0.0,6071.0,2921.0,1.0
beta[380],-0.004,0.014,-0.03,0.022,0.0,0.0,5959.0,2866.0,1.0
beta[381],-0.004,0.014,-0.031,0.021,0.0,0.0,5702.0,3112.0,1.0
beta[382],0.004,0.014,-0.021,0.029,0.0,0.0,4789.0,3175.0,1.0
beta[383],0.005,0.014,-0.022,0.032,0.0,0.0,5456.0,3125.0,1.0
beta[384],-0.005,0.015,-0.033,0.023,0.0,0.0,6547.0,2810.0,1.0
beta[385],-0.004,0.015,-0.03,0.025,0.0,0.0,5911.0,3170.0,1.0
beta[386],-0.007,0.014,-0.033,0.02,0.0,0.0,5273.0,2606.0,1.0
beta[387],-0.004,0.014,-0.031,0.024,0.0,0.0,5904.0,3125.0,1.0
beta[388],-0.005,0.014,-0.034,0.02,0.0,0.0,6173.0,2869.0,1.0
beta[389],-0.001,0.014,-0.028,0.024,0.0,0.0,4835.0,3280.0,1.0
beta[390],-0.009,0.015,-0.037,0.02,0.0,0.0,5892.0,3054.0,1.0
beta[391],-0.008,0.014,-0.035,0.019,0.0,0.0,6551.0,3228.0,1.0
beta[392],-0.014,0.014,-0.041,0.012,0.0,0.0,6120.0,3492.0,1.0
beta[393],-0.008,0.014,-0.036,0.018,0.0,0.0,5507.0,3043.0,1.0
beta[394],-0.002,0.014,-0.029,0.025,0.0,0.0,6409.0,2998.0,1.0
beta[395],-0.003,0.014,-0.03,0.024,0.0,0.0,6001.0,3116.0,1.0
beta[396],-0.003,0.014,-0.03,0.024,0.0,0.0,6667.0,3283.0,1.0
beta[397],-0.008,0.014,-0.035,0.018,0.0,0.0,6267.0,3165.0,1.0
beta[398],0.0,0.014,-0.027,0.026,0.0,0.0,5841.0,3036.0,1.0
beta[399],0.004,0.014,-0.022,0.032,0.0,0.0,5718.0,3239.0,1.0
beta[400],-0.004,0.014,-0.029,0.022,0.0,0.0,5743.0,2943.0,1.0
beta[401],0.0,0.015,-0.027,0.028,0.0,0.0,5805.0,3013.0,1.0
beta[402],-0.006,0.014,-0.033,0.021,0.0,0.0,6026.0,3424.0,1.0
beta[403],-0.003,0.014,-0.029,0.023,0.0,0.0,5757.0,2748.0,1.0
beta[404],-0.008,0.014,-0.035,0.019,0.0,0.0,6903.0,2861.0,1.0
beta[405],0.002,0.014,-0.025,0.029,0.0,0.0,6348.0,2798.0,1.0
beta[406],0.005,0.014,-0.022,0.033,0.0,0.0,5887.0,3245.0,1.0
beta[407],-0.004,0.015,-0.029,0.026,0.0,0.0,6555.0,2745.0,1.0
beta[408],0.004,0.014,-0.023,0.031,0.0,0.0,5795.0,3107.0,1.0
beta[409],-0.0,0.014,-0.026,0.026,0.0,0.0,5117.0,3044.0,1.0
beta[410],0.003,0.015,-0.026,0.03,0.0,0.0,6680.0,3366.0,1.0
beta[411],-0.005,0.015,-0.032,0.024,0.0,0.0,7235.0,2968.0,1.0
beta[412],-0.003,0.015,-0.031,0.024,0.0,0.0,5726.0,3057.0,1.0
beta[413],-0.002,0.014,-0.03,0.025,0.0,0.0,6083.0,2813.0,1.0
beta[414],-0.006,0.015,-0.032,0.022,0.0,0.0,6336.0,3196.0,1.0
beta[415],-0.002,0.015,-0.03,0.024,0.0,0.0,5963.0,3007.0,1.0
beta[416],-0.009,0.015,-0.037,0.019,0.0,0.0,5636.0,2705.0,1.0
beta[417],-0.001,0.015,-0.03,0.026,0.0,0.0,5278.0,2595.0,1.0
beta[418],-0.003,0.014,-0.031,0.023,0.0,0.0,6286.0,3107.0,1.0
beta[419],-0.001,0.014,-0.027,0.025,0.0,0.0,5411.0,3326.0,1.0
beta[420],-0.01,0.014,-0.038,0.016,0.0,0.0,4585.0,2767.0,1.0
beta[421],0.002,0.015,-0.026,0.029,0.0,0.0,6819.0,3139.0,1.0
beta[422],-0.016,0.015,-0.043,0.013,0.0,0.0,5184.0,2865.0,1.0
beta[423],-0.008,0.014,-0.033,0.018,0.0,0.0,5689.0,2988.0,1.0
beta[424],-0.008,0.014,-0.033,0.019,0.0,0.0,6779.0,2676.0,1.0
beta[425],0.006,0.014,-0.02,0.032,0.0,0.0,5510.0,2897.0,1.0
beta[426],-0.008,0.014,-0.034,0.019,0.0,0.0,5460.0,3169.0,1.0
beta[427],0.0,0.015,-0.028,0.028,0.0,0.0,6620.0,2844.0,1.0
beta[428],-0.011,0.015,-0.038,0.016,0.0,0.0,6036.0,3250.0,1.0
beta[429],-0.006,0.015,-0.034,0.021,0.0,0.0,5372.0,3209.0,1.0
beta[430],-0.005,0.014,-0.032,0.022,0.0,0.0,5886.0,2725.0,1.0
beta[431],-0.01,0.015,-0.039,0.016,0.0,0.0,6655.0,3040.0,1.0
beta[432],-0.001,0.014,-0.029,0.026,0.0,0.0,5359.0,3025.0,1.0
beta[433],-0.005,0.014,-0.03,0.024,0.0,0.0,6802.0,3518.0,1.0
beta[434],-0.005,0.015,-0.033,0.022,0.0,0.0,5751.0,3099.0,1.0
beta[435],-0.009,0.015,-0.036,0.018,0.0,0.0,6506.0,3240.0,1.0
beta[436],-0.011,0.014,-0.038,0.015,0.0,0.0,5459.0,3401.0,1.0
beta[437],-0.008,0.014,-0.035,0.018,0.0,0.0,5071.0,2824.0,1.0
beta[438],-0.008,0.015,-0.036,0.019,0.0,0.0,5796.0,2875.0,1.0
beta[439],-0.004,0.014,-0.031,0.024,0.0,0.0,4926.0,2234.0,1.0
beta[440],0.006,0.015,-0.021,0.033,0.0,0.0,6062.0,3124.0,1.0
beta[441],0.002,0.015,-0.025,0.03,0.0,0.0,6433.0,2620.0,1.0
beta[442],0.0,0.014,-0.027,0.026,0.0,0.0,6287.0,3188.0,1.0
beta[443],-0.007,0.014,-0.033,0.02,0.0,0.0,5509.0,3249.0,1.0
beta[444],-0.012,0.015,-0.037,0.017,0.0,0.0,5979.0,3081.0,1.0
beta[445],-0.005,0.015,-0.033,0.022,0.0,0.0,5200.0,2963.0,1.0
beta[446],-0.013,0.015,-0.041,0.014,0.0,0.0,5224.0,2848.0,1.0
beta[447],-0.011,0.014,-0.038,0.016,0.0,0.0,6053.0,2834.0,1.0
beta[448],-0.008,0.014,-0.035,0.018,0.0,0.0,5533.0,3128.0,1.0
beta[449],-0.005,0.014,-0.031,0.023,0.0,0.0,6481.0,2881.0,1.0
beta[450],-0.009,0.015,-0.037,0.017,0.0,0.0,4461.0,3258.0,1.0
beta[451],-0.006,0.015,-0.035,0.022,0.0,0.0,5919.0,2895.0,1.0
beta[452],-0.008,0.015,-0.036,0.019,0.0,0.0,5167.0,3111.0,1.0
beta[453],-0.001,0.014,-0.028,0.026,0.0,0.0,5477.0,2881.0,1.0
beta[454],-0.003,0.014,-0.029,0.023,0.0,0.0,4982.0,3349.0,1.0
beta[455],-0.002,0.015,-0.031,0.024,0.0,0.0,5440.0,2737.0,1.0
beta[456],0.002,0.014,-0.023,0.029,0.0,0.0,5678.0,3205.0,1.0
beta[457],-0.0,0.015,-0.028,0.027,0.0,0.0,6144.0,2873.0,1.0
beta[458],-0.001,0.015,-0.028,0.027,0.0,0.0,6649.0,3058.0,1.0
beta[459],-0.007,0.014,-0.031,0.02,0.0,0.0,6324.0,2909.0,1.0
beta[460],0.002,0.014,-0.025,0.029,0.0,0.0,5185.0,2951.0,1.0
beta[461],0.007,0.015,-0.02,0.036,0.0,0.0,5255.0,3040.0,1.0
beta[462],0.005,0.015,-0.023,0.032,0.0,0.0,6218.0,3050.0,1.0
beta[463],0.0,0.015,-0.028,0.028,0.0,0.0,6243.0,2775.0,1.0
beta[464],0.004,0.015,-0.024,0.03,0.0,0.0,6200.0,3022.0,1.0
beta[465],-0.003,0.015,-0.031,0.025,0.0,0.0,6786.0,2857.0,1.0
beta[466],-0.005,0.014,-0.032,0.022,0.0,0.0,4906.0,3054.0,1.0
beta[467],-0.012,0.015,-0.039,0.015,0.0,0.0,5847.0,3250.0,1.0
beta[468],-0.006,0.015,-0.032,0.021,0.0,0.0,5493.0,2973.0,1.0
beta[469],-0.0,0.014,-0.026,0.027,0.0,0.0,6770.0,2861.0,1.0
beta[470],-0.009,0.015,-0.035,0.019,0.0,0.0,6115.0,3097.0,1.0
beta[471],-0.005,0.014,-0.033,0.021,0.0,0.0,5827.0,3046.0,1.0
beta[472],0.001,0.015,-0.026,0.029,0.0,0.0,5868.0,2536.0,1.0
beta[473],-0.007,0.015,-0.035,0.02,0.0,0.0,5843.0,2989.0,1.0
beta[474],0.004,0.014,-0.024,0.029,0.0,0.0,5701.0,3310.0,1.0
beta[475],-0.003,0.014,-0.028,0.024,0.0,0.0,5608.0,3388.0,1.0
beta[476],-0.002,0.014,-0.029,0.024,0.0,0.0,5299.0,3003.0,1.0
beta[477],0.017,0.014,-0.008,0.045,0.0,0.0,5207.0,2839.0,1.0
beta[478],0.013,0.014,-0.014,0.038,0.0,0.0,5468.0,3082.0,1.0
beta[479],0.013,0.014,-0.012,0.042,0.0,0.0,5883.0,2843.0,1.0
beta[480],-0.004,0.014,-0.03,0.023,0.0,0.0,7040.0,3294.0,1.0
beta[481],0.004,0.015,-0.024,0.031,0.0,0.0,5198.0,3178.0,1.0
beta[482],-0.001,0.014,-0.027,0.026,0.0,0.0,5436.0,2975.0,1.0
beta[483],-0.004,0.015,-0.033,0.025,0.0,0.0,4951.0,2970.0,1.0
beta[484],-0.003,0.015,-0.033,0.023,0.0,0.0,5942.0,2886.0,1.0
beta[485],0.003,0.014,-0.025,0.029,0.0,0.0,6406.0,3285.0,1.0
beta[486],0.011,0.015,-0.016,0.039,0.0,0.0,5803.0,3348.0,1.0
beta[487],-0.01,0.015,-0.04,0.017,0.0,0.0,5248.0,2835.0,1.0
beta[488],-0.0,0.014,-0.028,0.026,0.0,0.0,6717.0,2749.0,1.0
beta[489],-0.004,0.014,-0.031,0.024,0.0,0.0,6591.0,3196.0,1.0
beta[490],0.004,0.014,-0.022,0.033,0.0,0.0,6535.0,3270.0,1.0
beta[491],-0.01,0.015,-0.037,0.018,0.0,0.0,5626.0,3017.0,1.0
beta[492],0.005,0.015,-0.023,0.033,0.0,0.0,6415.0,2798.0,1.0
beta[493],-0.007,0.015,-0.035,0.02,0.0,0.0,5600.0,3192.0,1.0
beta[494],0.003,0.015,-0.026,0.031,0.0,0.0,6202.0,2828.0,1.0
beta[495],-0.007,0.015,-0.033,0.022,0.0,0.0,5357.0,2673.0,1.0
beta[496],-0.005,0.015,-0.033,0.022,0.0,0.0,5772.0,2576.0,1.0
beta[497],-0.005,0.015,-0.032,0.022,0.0,0.0,7591.0,3354.0,1.0
beta[498],-0.007,0.014,-0.033,0.02,0.0,0.0,5277.0,2770.0,1.0
beta[499],-0.002,0.015,-0.03,0.024,0.0,0.0,5010.0,3240.0,1.0
beta[500],0.002,0.014,-0.023,0.029,0.0,0.0,6294.0,3277.0,1.0
beta[501],-0.003,0.014,-0.032,0.022,0.0,0.0,4962.0,3039.0,1.0
beta[502],-0.0,0.015,-0.028,0.026,0.0,0.0,5361.0,3032.0,1.0
beta[503],-0.007,0.014,-0.034,0.019,0.0,0.0,6263.0,2957.0,1.0
beta[504],-0.005,0.014,-0.032,0.021,0.0,0.0,6469.0,2904.0,1.0
beta[505],-0.004,0.015,-0.031,0.025,0.0,0.0,6396.0,2946.0,1.0
beta[506],-0.002,0.014,-0.028,0.024,0.0,0.0,5798.0,3204.0,1.0
beta[507],-0.01,0.015,-0.036,0.019,0.0,0.0,6009.0,3003.0,1.0
beta[508],-0.014,0.014,-0.04,0.014,0.0,0.0,5194.0,2953.0,1.0
beta[509],-0.002,0.015,-0.029,0.025,0.0,0.0,5381.0,2708.0,1.0
beta[510],-0.007,0.015,-0.033,0.021,0.0,0.0,5660.0,3380.0,1.0
beta[511],-0.001,0.014,-0.03,0.024,0.0,0.0,6757.0,3293.0,1.0
beta[512],0.006,0.014,-0.02,0.034,0.0,0.0,5893.0,3136.0,1.0
beta[513],0.002,0.015,-0.025,0.032,0.0,0.0,5620.0,2914.0,1.0
beta[514],0.002,0.015,-0.026,0.029,0.0,0.0,7523.0,2549.0,1.0
beta[515],0.008,0.015,-0.02,0.034,0.0,0.0,5346.0,3159.0,1.0
beta[516],-0.0,0.014,-0.027,0.026,0.0,0.0,5205.0,2978.0,1.0
beta[517],0.005,0.015,-0.021,0.034,0.0,0.0,6794.0,3323.0,1.0
beta[518],-0.006,0.014,-0.035,0.019,0.0,0.0,5984.0,2534.0,1.0
beta[519],-0.006,0.014,-0.033,0.02,0.0,0.0,5517.0,3100.0,1.0
beta[520],0.002,0.014,-0.026,0.028,0.0,0.0,6085.0,3104.0,1.0
beta[521],-0.002,0.014,-0.028,0.025,0.0,0.0,5248.0,2946.0,1.0
beta[522],0.01,0.015,-0.018,0.037,0.0,0.0,6819.0,2997.0,1.0
beta[523],-0.004,0.015,-0.033,0.022,0.0,0.0,5413.0,2696.0,1.0
beta[524],-0.01,0.014,-0.035,0.018,0.0,0.0,5426.0,2688.0,1.0
beta[525],-0.003,0.014,-0.029,0.025,0.0,0.0,5415.0,3180.0,1.0
beta[526],-0.001,0.014,-0.025,0.028,0.0,0.0,6521.0,3260.0,1.0
beta[527],-0.001,0.014,-0.029,0.026,0.0,0.0,5940.0,2964.0,1.0
beta[528],-0.004,0.015,-0.032,0.024,0.0,0.0,6841.0,2934.0,1.0
beta[529],-0.002,0.015,-0.029,0.026,0.0,0.0,5407.0,3236.0,1.0
beta[530],0.001,0.015,-0.028,0.028,0.0,0.0,5193.0,3165.0,1.0
beta[531],0.01,0.014,-0.017,0.037,0.0,0.0,6274.0,2658.0,1.0
beta[532],-0.018,0.015,-0.045,0.01,0.0,0.0,5566.0,2994.0,1.0
beta[533],-0.006,0.014,-0.033,0.019,0.0,0.0,5611.0,3110.0,1.0
beta[534],-0.004,0.015,-0.031,0.024,0.0,0.0,5517.0,3039.0,1.0
beta[535],-0.001,0.015,-0.029,0.026,0.0,0.0,4924.0,3000.0,1.0
beta[536],0.001,0.014,-0.026,0.028,0.0,0.0,5485.0,2837.0,1.0
beta[537],-0.006,0.015,-0.034,0.021,0.0,0.0,6129.0,2976.0,1.0
beta[538],0.0,0.014,-0.025,0.028,0.0,0.0,5748.0,3160.0,1.0
beta[539],-0.007,0.015,-0.035,0.021,0.0,0.0,5256.0,3171.0,1.0
beta[540],-0.008,0.015,-0.036,0.02,0.0,0.0,6262.0,2509.0,1.0
beta[541],0.006,0.014,-0.02,0.032,0.0,0.0,5159.0,2864.0,1.0
beta[542],-0.006,0.015,-0.034,0.022,0.0,0.0,5533.0,2761.0,1.0
beta[543],-0.006,0.014,-0.034,0.02,0.0,0.0,6566.0,3352.0,1.0
beta[544],-0.0,0.015,-0.027,0.028,0.0,0.0,5143.0,3187.0,1.0
beta[545],-0.002,0.015,-0.031,0.024,0.0,0.0,6173.0,2941.0,1.0
beta[546],-0.005,0.014,-0.032,0.022,0.0,0.0,5889.0,3035.0,1.0
beta[547],0.009,0.015,-0.018,0.037,0.0,0.0,6510.0,2787.0,1.0
beta[548],-0.014,0.015,-0.043,0.012,0.0,0.0,6192.0,3321.0,1.0
beta[549],-0.006,0.015,-0.033,0.021,0.0,0.0,5694.0,3052.0,1.0
beta[550],0.002,0.014,-0.025,0.029,0.0,0.0,6147.0,3330.0,1.0
beta[551],-0.002,0.014,-0.029,0.024,0.0,0.0,6349.0,3106.0,1.0
beta[552],0.002,0.015,-0.025,0.03,0.0,0.0,6332.0,3087.0,1.0
beta[553],-0.003,0.015,-0.03,0.025,0.0,0.0,5923.0,2885.0,1.0
beta[554],-0.004,0.015,-0.03,0.025,0.0,0.0,5688.0,2757.0,1.0
beta[555],0.0,0.014,-0.027,0.027,0.0,0.0,6022.0,3054.0,1.0
beta[556],-0.003,0.014,-0.028,0.025,0.0,0.0,5592.0,2706.0,1.0
beta[557],-0.001,0.014,-0.028,0.025,0.0,0.0,6834.0,2836.0,1.0
beta[558],0.001,0.014,-0.027,0.027,0.0,0.0,5266.0,3137.0,1.0
beta[559],0.005,0.015,-0.023,0.032,0.0,0.0,5599.0,2898.0,1.0
beta[560],-0.002,0.014,-0.029,0.024,0.0,0.0,6393.0,2823.0,1.0
beta[561],-0.003,0.014,-0.029,0.023,0.0,0.0,6426.0,3169.0,1.0
beta[562],0.0,0.014,-0.029,0.026,0.0,0.0,5248.0,2721.0,1.0
beta[563],-0.001,0.014,-0.027,0.026,0.0,0.0,5992.0,3067.0,1.0
beta[564],-0.003,0.014,-0.031,0.024,0.0,0.0,5519.0,2883.0,1.0
beta[565],-0.002,0.014,-0.029,0.024,0.0,0.0,5605.0,3321.0,1.0
beta[566],-0.008,0.014,-0.035,0.018,0.0,0.0,5794.0,3253.0,1.0
beta[567],0.004,0.014,-0.023,0.03,0.0,0.0,5378.0,3135.0,1.0
beta[568],-0.003,0.014,-0.029,0.021,0.0,0.0,5748.0,3135.0,1.0
beta[569],-0.003,0.015,-0.031,0.026,0.0,0.0,6342.0,3162.0,1.0
beta[570],-0.005,0.015,-0.034,0.023,0.0,0.0,5864.0,2754.0,1.0
beta[571],-0.006,0.014,-0.031,0.022,0.0,0.0,5133.0,3047.0,1.0
beta[572],-0.011,0.014,-0.038,0.015,0.0,0.0,5036.0,3236.0,1.0
beta[573],-0.011,0.015,-0.04,0.016,0.0,0.0,6307.0,2786.0,1.0
beta[574],0.007,0.015,-0.02,0.034,0.0,0.0,5620.0,3223.0,1.0
beta[575],-0.011,0.014,-0.039,0.015,0.0,0.0,5474.0,3068.0,1.0
beta[576],-0.006,0.014,-0.034,0.02,0.0,0.0,6723.0,2641.0,1.0
beta[577],-0.004,0.015,-0.031,0.022,0.0,0.0,6303.0,3164.0,1.0
beta[578],-0.008,0.014,-0.036,0.018,0.0,0.0,5439.0,3187.0,1.0
beta[579],0.002,0.014,-0.024,0.029,0.0,0.0,5384.0,3419.0,1.0
beta[580],-0.005,0.014,-0.03,0.022,0.0,0.0,5217.0,2836.0,1.0
beta[581],0.003,0.015,-0.023,0.031,0.0,0.0,5688.0,2834.0,1.0
beta[582],0.002,0.014,-0.024,0.03,0.0,0.0,6075.0,2923.0,1.0
beta[583],0.001,0.015,-0.027,0.028,0.0,0.0,6094.0,3101.0,1.0
beta[584],-0.001,0.014,-0.027,0.026,0.0,0.0,5654.0,2967.0,1.0
beta[585],0.001,0.015,-0.027,0.029,0.0,0.0,6032.0,2776.0,1.0
beta[586],0.008,0.015,-0.02,0.035,0.0,0.0,5793.0,3056.0,1.0
beta[587],0.012,0.014,-0.014,0.04,0.0,0.0,5766.0,3116.0,1.0
beta[588],-0.002,0.014,-0.029,0.023,0.0,0.0,5319.0,2928.0,1.0
beta[589],0.001,0.015,-0.028,0.026,0.0,0.0,6368.0,2887.0,1.0
beta[590],-0.005,0.015,-0.031,0.024,0.0,0.0,6359.0,3172.0,1.0
beta[591],-0.009,0.015,-0.036,0.019,0.0,0.0,5155.0,3198.0,1.0
beta[592],-0.011,0.014,-0.037,0.018,0.0,0.0,6924.0,3193.0,1.0
beta[593],-0.0,0.014,-0.027,0.026,0.0,0.0,6166.0,2986.0,1.0
beta[594],-0.001,0.015,-0.03,0.026,0.0,0.0,5419.0,2743.0,1.0
beta[595],0.004,0.014,-0.023,0.031,0.0,0.0,6209.0,3039.0,1.0
beta[596],-0.006,0.015,-0.034,0.022,0.0,0.0,5477.0,2541.0,1.0
beta[597],-0.005,0.015,-0.035,0.021,0.0,0.0,6516.0,3069.0,1.0
beta[598],-0.001,0.014,-0.027,0.026,0.0,0.0,5649.0,3245.0,1.0
beta[599],0.001,0.015,-0.025,0.03,0.0,0.0,6074.0,3206.0,1.0
beta[600],-0.009,0.014,-0.037,0.017,0.0,0.0,5718.0,3441.0,1.0
beta[601],0.007,0.015,-0.021,0.036,0.0,0.0,6906.0,2797.0,1.0
beta[602],-0.019,0.015,-0.048,0.008,0.0,0.0,5562.0,3094.0,1.0
beta[603],-0.004,0.014,-0.03,0.022,0.0,0.0,5686.0,2856.0,1.0
beta[604],-0.009,0.014,-0.036,0.017,0.0,0.0,6242.0,3045.0,1.0
beta[605],-0.007,0.015,-0.034,0.021,0.0,0.0,5870.0,3216.0,1.0
beta[606],0.003,0.015,-0.024,0.032,0.0,0.0,6218.0,2645.0,1.0
beta[607],-0.0,0.014,-0.026,0.029,0.0,0.0,4997.0,3108.0,1.0
beta[608],-0.008,0.015,-0.034,0.023,0.0,0.0,5962.0,2836.0,1.0
beta[609],-0.001,0.015,-0.028,0.029,0.0,0.0,7010.0,3115.0,1.0
beta[610],-0.004,0.014,-0.03,0.023,0.0,0.0,5968.0,3124.0,1.0
beta[611],-0.006,0.015,-0.034,0.021,0.0,0.0,5685.0,2716.0,1.0
beta[612],-0.005,0.014,-0.032,0.022,0.0,0.0,6154.0,3257.0,1.0
beta[613],-0.012,0.015,-0.039,0.015,0.0,0.0,6033.0,3406.0,1.0
beta[614],-0.008,0.015,-0.035,0.021,0.0,0.0,5804.0,3029.0,1.0
beta[615],-0.009,0.015,-0.037,0.018,0.0,0.0,7367.0,2646.0,1.0
beta[616],-0.01,0.014,-0.037,0.017,0.0,0.0,4776.0,3108.0,1.0
beta[617],-0.006,0.015,-0.032,0.023,0.0,0.0,5172.0,2888.0,1.0
beta[618],-0.001,0.014,-0.028,0.026,0.0,0.0,7064.0,3132.0,1.0
beta[619],-0.013,0.014,-0.039,0.015,0.0,0.0,5891.0,3108.0,1.0
beta[620],-0.002,0.015,-0.03,0.024,0.0,0.0,6423.0,3412.0,1.0
beta[621],-0.008,0.015,-0.035,0.02,0.0,0.0,5777.0,2617.0,1.0
beta[622],-0.007,0.015,-0.034,0.022,0.0,0.0,5762.0,2961.0,1.0
beta[623],-0.007,0.015,-0.036,0.02,0.0,0.0,6183.0,3208.0,1.0
beta[624],-0.009,0.014,-0.036,0.018,0.0,0.0,5346.0,3375.0,1.0
beta[625],-0.006,0.015,-0.035,0.022,0.0,0.0,6155.0,2858.0,1.0
beta[626],-0.007,0.015,-0.035,0.021,0.0,0.0,5966.0,3181.0,1.0
beta[627],-0.008,0.014,-0.035,0.018,0.0,0.0,5911.0,2869.0,1.0
beta[628],0.003,0.015,-0.026,0.029,0.0,0.0,6276.0,3542.0,1.0
beta[629],0.004,0.014,-0.024,0.029,0.0,0.0,5770.0,2929.0,1.0
beta[630],0.001,0.015,-0.029,0.028,0.0,0.0,6050.0,3245.0,1.0
beta[631],0.005,0.015,-0.022,0.033,0.0,0.0,6120.0,3070.0,1.0
beta[632],-0.002,0.014,-0.03,0.024,0.0,0.0,4794.0,2514.0,1.0
beta[633],-0.012,0.015,-0.041,0.014,0.0,0.0,6563.0,3026.0,1.0
beta[634],-0.004,0.014,-0.032,0.021,0.0,0.0,5365.0,3057.0,1.0
beta[635],-0.006,0.015,-0.035,0.022,0.0,0.0,6113.0,2508.0,1.0
beta[636],0.001,0.014,-0.025,0.029,0.0,0.0,5532.0,2563.0,1.0
beta[637],-0.001,0.014,-0.03,0.024,0.0,0.0,5177.0,2543.0,1.0
beta[638],-0.005,0.014,-0.03,0.021,0.0,0.0,5294.0,3005.0,1.0
beta[639],-0.01,0.014,-0.036,0.017,0.0,0.0,4037.0,3082.0,1.0
beta[640],0.002,0.014,-0.023,0.03,0.0,0.0,6015.0,2920.0,1.0
beta[641],-0.001,0.015,-0.029,0.027,0.0,0.0,6573.0,2922.0,1.0
beta[642],-0.005,0.014,-0.034,0.021,0.0,0.0,6545.0,2980.0,1.0
beta[643],-0.009,0.015,-0.036,0.019,0.0,0.0,5723.0,3290.0,1.0
beta[644],-0.0,0.014,-0.027,0.027,0.0,0.0,4962.0,2987.0,1.0
beta[645],-0.007,0.015,-0.034,0.021,0.0,0.0,5610.0,3023.0,1.0
beta[646],-0.001,0.015,-0.027,0.029,0.0,0.0,6159.0,2927.0,1.0
beta[647],-0.004,0.015,-0.03,0.025,0.0,0.0,5800.0,3377.0,1.0
beta[648],-0.006,0.015,-0.033,0.021,0.0,0.0,5702.0,2413.0,1.0
beta[649],-0.002,0.014,-0.03,0.025,0.0,0.0,4921.0,2886.0,1.0
beta[650],-0.013,0.014,-0.04,0.013,0.0,0.0,6536.0,3143.0,1.0
beta[651],0.001,0.014,-0.027,0.028,0.0,0.0,6155.0,2570.0,1.0
beta[652],-0.005,0.014,-0.031,0.021,0.0,0.0,5186.0,3333.0,1.0
beta[653],0.001,0.014,-0.027,0.027,0.0,0.0,5496.0,2807.0,1.0
beta[654],-0.006,0.014,-0.033,0.023,0.0,0.0,6069.0,3022.0,1.0
beta[655],0.003,0.014,-0.024,0.03,0.0,0.0,5388.0,2640.0,1.0
beta[656],-0.006,0.014,-0.033,0.021,0.0,0.0,5195.0,2674.0,1.0
beta[657],0.002,0.014,-0.025,0.028,0.0,0.0,5038.0,3451.0,1.0
beta[658],0.003,0.014,-0.023,0.029,0.0,0.0,6098.0,3254.0,1.0
beta[659],0.021,0.015,-0.007,0.049,0.0,0.0,5679.0,3401.0,1.0
beta[660],-0.005,0.014,-0.033,0.021,0.0,0.0,5639.0,2681.0,1.0
beta[661],0.003,0.014,-0.023,0.03,0.0,0.0,5438.0,2972.0,1.0
beta[662],-0.003,0.014,-0.028,0.025,0.0,0.0,5670.0,2701.0,1.0
beta[663],0.006,0.015,-0.023,0.032,0.0,0.0,6307.0,2358.0,1.0
beta[664],-0.01,0.015,-0.038,0.018,0.0,0.0,5584.0,2676.0,1.0
beta[665],-0.006,0.015,-0.034,0.021,0.0,0.0,4807.0,2985.0,1.0
beta[666],-0.001,0.014,-0.029,0.025,0.0,0.0,5363.0,2717.0,1.0
beta[667],-0.001,0.015,-0.029,0.026,0.0,0.0,5930.0,3180.0,1.0
beta[668],-0.0,0.015,-0.028,0.028,0.0,0.0,6228.0,2737.0,1.0
beta[669],-0.005,0.015,-0.034,0.021,0.0,0.0,5384.0,2654.0,1.0
beta[670],0.003,0.015,-0.024,0.031,0.0,0.0,6211.0,2817.0,1.0
beta[671],-0.003,0.015,-0.031,0.024,0.0,0.0,4889.0,2893.0,1.0
beta[672],-0.001,0.014,-0.027,0.025,0.0,0.0,5852.0,3465.0,1.0
beta[673],-0.001,0.015,-0.028,0.028,0.0,0.0,6183.0,2751.0,1.0
beta[674],0.003,0.015,-0.026,0.03,0.0,0.0,5368.0,2693.0,1.0
beta[675],-0.001,0.014,-0.029,0.025,0.0,0.0,5385.0,3033.0,1.0
beta[676],-0.012,0.015,-0.038,0.016,0.0,0.0,5629.0,2773.0,1.0
beta[677],-0.003,0.015,-0.03,0.024,0.0,0.0,6452.0,2743.0,1.0
beta[678],-0.004,0.015,-0.03,0.025,0.0,0.0,4772.0,2620.0,1.0
beta[679],-0.002,0.015,-0.028,0.026,0.0,0.0,5840.0,3333.0,1.0
beta[680],-0.005,0.014,-0.031,0.022,0.0,0.0,5683.0,2924.0,1.0
beta[681],0.003,0.015,-0.023,0.03,0.0,0.0,6922.0,2772.0,1.0
